data_as_of,start_week,end_week,state,county_name,urbanruralcode,fipsstate,fipscounty,fipscode,indicator,all_deaths_total,covid_19_deaths_total,non_hispanic_white,non_hispanic_black,non_hispanic_american_indian,non_hispanic_asian,non_hispanic_nhopi,hispanic,other,urbanruraldesc,footnote
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AL,Talladega County,5,1,121,1121,Distribution of all-cause deaths (%),3219,297,0.731,0.263,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AL,Talladega County,5,1,121,1121,Distribution of COVID-19 deaths (%),3219,297,0.694,0.293,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AL,Talladega County,5,1,121,1121,Distribution of population (%),3219,297,0.621,0.329,0.003,0.006,0,0.025,0.017,Micropolitan,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AL,Tallapoosa County,6,1,123,1123,Distribution of all-cause deaths (%),2023,180,0.785,0.208,,,,,,Noncore,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AL,Tallapoosa County,6,1,123,1123,Distribution of COVID-19 deaths (%),2023,180,0.756,0.244,,,,,,Noncore,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AL,Tallapoosa County,6,1,123,1123,Distribution of population (%),2023,180,0.686,0.267,0.004,0.006,0,0.025,0.012,Noncore,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AL,Tuscaloosa County,4,1,125,1125,Distribution of all-cause deaths (%),8563,1105,0.651,0.333,,0.004,,0.009,0.002,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AL,Tuscaloosa County,4,1,125,1125,Distribution of COVID-19 deaths (%),8563,1105,0.597,0.381,,,,0.015,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AL,Tuscaloosa County,4,1,125,1125,Distribution of population (%),8563,1105,0.603,0.325,0.002,0.016,0,0.04,0.013,Small metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AL,Walker County,2,1,127,1127,Distribution of all-cause deaths (%),3575,369,0.941,0.052,,,,,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AL,Walker County,2,1,127,1127,Distribution of COVID-19 deaths (%),3575,369,0.94,0.051,,,,,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AL,Walker County,2,1,127,1127,Distribution of population (%),3575,369,0.886,0.06,0.004,0.005,0,0.028,0.016,Large fringe metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AR,Baxter County,5,5,5,5005,Distribution of all-cause deaths (%),3429,379,0.987,,,,,0.005,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AR,Baxter County,5,5,5,5005,Distribution of COVID-19 deaths (%),3429,379,0.989,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AR,Baxter County,5,5,5,5005,Distribution of population (%),3429,379,0.943,0.005,0.007,0.005,0.001,0.026,0.014,Micropolitan,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AR,Benton County,3,5,7,5007,Distribution of all-cause deaths (%),7774,1082,0.919,0.008,0.009,0.007,0.008,0.045,0.004,Medium metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AR,Benton County,3,5,7,5007,Distribution of COVID-19 deaths (%),7774,1082,0.854,0.009,0.009,,0.028,0.087,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AR,Benton County,3,5,7,5007,Distribution of population (%),7774,1082,0.719,0.019,0.014,0.045,0.007,0.173,0.024,Medium metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AR,Boone County,5,5,9,5009,Distribution of all-cause deaths (%),1724,166,0.98,,,,,0.01,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AR,Boone County,5,5,9,5009,Distribution of COVID-19 deaths (%),1724,166,0.958,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AR,Boone County,5,5,9,5009,Distribution of population (%),1724,166,0.935,0.005,0.008,0.006,0.001,0.027,0.018,Micropolitan,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AR,Craighead County,4,5,31,5031,Distribution of all-cause deaths (%),8127,1149,0.868,0.118,,0.003,,0.008,0.001,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AR,Craighead County,4,5,31,5031,Distribution of COVID-19 deaths (%),8127,1149,0.823,0.159,,,,0.013,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AR,Craighead County,4,5,31,5031,Distribution of population (%),8127,1149,0.743,0.169,0.003,0.013,0,0.053,0.018,Small metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AR,Faulkner County,3,5,45,5045,Distribution of all-cause deaths (%),4304,490,0.896,0.082,0.003,0.003,,0.012,0.003,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AR,Faulkner County,3,5,45,5045,Distribution of COVID-19 deaths (%),4304,490,0.882,0.086,,,,0.02,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AR,Faulkner County,3,5,45,5045,Distribution of population (%),4304,490,0.795,0.122,0.005,0.012,0.001,0.043,0.021,Medium metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AR,Garland County,4,5,51,5051,Distribution of all-cause deaths (%),7162,778,0.894,0.076,0.002,0.002,,0.016,0.009,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AR,Garland County,4,5,51,5051,Distribution of COVID-19 deaths (%),7162,778,0.856,0.102,,,,0.032,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AR,Garland County,4,5,51,5051,Distribution of population (%),7162,778,0.814,0.086,0.006,0.008,0.001,0.061,0.023,Small metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AR,Independence County,5,5,63,5063,Distribution of all-cause deaths (%),2210,335,0.966,0.016,,,,0.012,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AR,Independence County,5,5,63,5063,Distribution of COVID-19 deaths (%),2210,335,0.949,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AR,Independence County,5,5,63,5063,Distribution of population (%),2210,335,0.878,0.023,0.004,0.008,0.001,0.069,0.017,Micropolitan,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AR,Jefferson County,4,5,69,5069,Distribution of all-cause deaths (%),3145,305,0.516,0.47,,,,0.009,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AR,Jefferson County,4,5,69,5069,Distribution of COVID-19 deaths (%),3145,305,0.482,0.479,,,,,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AR,Jefferson County,4,5,69,5069,Distribution of population (%),3145,305,0.378,0.573,0.003,0.009,0.001,0.023,0.012,Small metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AR,Polk County,6,5,113,5113,Distribution of all-cause deaths (%),837,114,0.97,,,,,0.013,,Noncore,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AR,Polk County,6,5,113,5113,Distribution of COVID-19 deaths (%),837,114,0.912,,,,,,,Noncore,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AR,Polk County,6,5,113,5113,Distribution of population (%),837,114,0.88,0.005,0.018,0.009,0.001,0.064,0.022,Noncore,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AR,Pope County,5,5,115,5115,Distribution of all-cause deaths (%),2372,160,0.958,0.021,,,,0.017,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AR,Pope County,5,5,115,5115,Distribution of COVID-19 deaths (%),2372,160,0.9,,,,,0.062,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AR,Pope County,5,5,115,5115,Distribution of population (%),2372,160,0.833,0.031,0.007,0.012,0,0.097,0.02,Micropolitan,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AR,Pulaski County,3,5,119,5119,Distribution of all-cause deaths (%),25469,2559,0.698,0.274,0.002,0.006,0.001,0.017,0.003,Medium metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AR,Pulaski County,3,5,119,5119,Distribution of COVID-19 deaths (%),25469,2559,0.667,0.288,,0.007,,0.034,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AR,Pulaski County,3,5,119,5119,Distribution of population (%),25469,2559,0.51,0.379,0.003,0.023,0,0.063,0.021,Medium metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AR,Saline County,3,5,125,5125,Distribution of all-cause deaths (%),3710,270,0.933,0.05,,0.004,,0.011,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AR,Saline County,3,5,125,5125,Distribution of COVID-19 deaths (%),3710,270,0.889,0.089,,,,,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AR,Saline County,3,5,125,5125,Distribution of population (%),3710,270,0.827,0.085,0.005,0.013,0,0.055,0.015,Medium metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AR,Sebastian County,3,5,131,5131,Distribution of all-cause deaths (%),8802,1115,0.888,0.04,0.015,0.016,,0.024,0.016,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AR,Sebastian County,3,5,131,5131,Distribution of COVID-19 deaths (%),8802,1115,0.856,0.028,0.03,0.015,,0.048,0.021,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AR,Sebastian County,3,5,131,5131,Distribution of population (%),8802,1115,0.684,0.067,0.019,0.046,0.001,0.149,0.033,Medium metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AR,Union County,5,5,139,5139,Distribution of all-cause deaths (%),1900,181,0.69,0.299,,,,0.006,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AR,Union County,5,5,139,5139,Distribution of COVID-19 deaths (%),1900,181,0.663,0.32,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AR,Union County,5,5,139,5139,Distribution of population (%),1900,181,0.605,0.328,0.004,0.007,0,0.041,0.014,Micropolitan,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AR,Washington County,3,5,143,5143,Distribution of all-cause deaths (%),9078,919,0.903,0.019,0.01,0.008,0.019,0.039,0.003,Medium metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AR,Washington County,3,5,143,5143,Distribution of COVID-19 deaths (%),9078,919,0.84,0.014,0.022,,0.037,0.073,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AR,Washington County,3,5,143,5143,Distribution of population (%),9078,919,0.7,0.035,0.011,0.025,0.029,0.172,0.026,Medium metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AR,White County,5,5,145,5145,Distribution of all-cause deaths (%),3723,412,0.951,0.039,,,,0.006,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AR,White County,5,5,145,5145,Distribution of COVID-19 deaths (%),3723,412,0.925,0.066,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AR,White County,5,5,145,5145,Distribution of population (%),3723,412,0.875,0.044,0.006,0.008,0.001,0.046,0.02,Micropolitan,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AZ,Apache County,6,4,1,4001,Distribution of all-cause deaths (%),1972,173,0.297,,0.63,,,0.054,0.014,Noncore,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AZ,Apache County,6,4,1,4001,Distribution of COVID-19 deaths (%),1972,173,0.116,,0.838,,,,,Noncore,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AZ,Apache County,6,4,1,4001,Distribution of population (%),1972,173,0.181,0.005,0.728,0.004,0.001,0.068,0.014,Noncore,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AZ,Cochise County,4,4,3,4003,Distribution of all-cause deaths (%),4185,289,0.735,0.023,,0.01,,0.199,0.029,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AZ,Cochise County,4,4,3,4003,Distribution of COVID-19 deaths (%),4185,289,0.661,,,,,0.263,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AZ,Cochise County,4,4,3,4003,Distribution of population (%),4185,289,0.548,0.039,0.008,0.021,0.003,0.355,0.026,Small metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,AZ,Coconino County,4,4,5,4005,Distribution of all-cause deaths (%),4479,504,0.497,0.012,0.375,0.007,,0.087,0.021,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
